10I4842000 : [35.3, 32100, 0, 32100, ('shyc08', '600141'), 1]
添加挂单数据-- 10I4842249 : [34.25, 100, 100, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842250 : [13.9, 500, 500, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842256 : [13.08, 13100, 0, 13100, ('szyc08', '000625'), 1]
添加挂单数据-- 10I4842257 : [10.45, 400, 400, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842258 : [12.59, 1100, 0, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842259 : [15.06, 6600, 0, 6600, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842260 : [20.28, 600, 600, 0, ('szyc08', '002816'), 1]
添加挂单数据-- 10I4842261 : [5.91, 29500, 0, 29500, ('szyc08', '300510'), 2]
添加挂单数据-- 10I4842262 : [34.25, 100, 100, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842263 : [30.61, 900, 900, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842264 : [13.9, 400, 400, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842265 : [10.45, 500, 500, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842266 : [15.06, 2800, 0, 2800, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842267 : [13.08, 3400, 0, 3400, ('szyc08', '000625'), 1]
添加挂单数据-- 10I4842268 : [5.91, 52300, 0, 52300, ('szyc08', '300510'), 2]
添加挂单数据-- 10I4842269 : [34.25, 500, 500, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842270 : [13.9, 500, 500, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842271 : [30.61, 1100, 0, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842272 : [13.08, 2800, 0, 0, ('szyc08', '000625'), 1]
添加挂单数据-- 10I4842273 : [10.45, 1300, 0, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842274 : [15.06, 900, 900, 0, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842275 : [12.59, 700, 700, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842276 : [5.91, 11400, 0, 11400, ('szyc08', '300510'), 2]
添加挂单数据-- 10I4842277 : [34.25, 500, 500, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842278 : [30.61, 300, 200, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842279 : [13.9, 400, 400, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842280 : [13.08, 3600, 0, 3600, ('szyc08', '000625'), 1]
添加挂单数据-- 10I4842281 : [10.45, 400, 400, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842282 : [15.06, 9900, 0, 9900, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842283 : [12.59, 500, 500, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842284 : [20.28, 400, 400, 0, ('szyc08', '002816'), 1]
添加挂单数据-- 10I4842285 : [5.91, 32600, 0, 32600, ('szyc08', '300510'), 2]
添加挂单数据-- 10I4842286 : [34.25, 700, 700, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842287 : [30.61, 1300, 0, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842288 : [13.9, 900, 900, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842289 : [13.08, 9600, 0, 9600, ('szyc08', '000625'), 1]
添加挂单数据-- 10I4842290 : [15.06, 4800, 0, 4800, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842291 : [10.45, 1900, 0, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842292 : [5.91, 31300, 0, 31300, ('szyc08', '300510'), 2]
添加挂单数据-- 10I4842293 : [30.61, 500, 500, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842294 : [34.25, 600, 600, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842295 : [13.9, 500, 500, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842300 : [13.08, 4500, 0, 4500, ('szyc08', '000625'), 1]
添加挂单数据-- 10I4842301 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842302 : [15.06, 4300, 0, 4300, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842303 : [12.59, 1400, 0, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842304 : [5.91, 11900, 0, 11900, ('szyc08', '300510'), 2]
添加挂单数据-- 10I4842305 : [34.25, 400, 400, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842306 : [30.61, 1200, 0, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842307 : [13.9, 700, 700, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842308 : [13.08, 13600, 0, 13600, ('szyc08', '000625'), 1]
添加挂单数据-- 10I4842309 : [15.06, 10800, 0, 10800, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842310 : [12.59, 1300, 0, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842311 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
添加挂单数据-- 10I4842312 : [34.25, 900, 900, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842313 : [30.61, 500, 500, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842314 : [13.08, 7100, 0, 7100, ('szyc08', '000625'), 1]
添加挂单数据-- 10I4842315 : [10.45, 800, 800, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842316 : [15.06, 3200, 0, 3200, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842317 : [12.59, 700, 700, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842318 : [5.91, 54400, 0, 54400, ('szyc08', '300510'), 2]
添加挂单数据-- 10I4842319 : [30.61, 300, 200, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842320 : [34.25, 1000, 1000, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842321 : [13.08, 4100, 0, 4100, ('szyc08', '000625'), 1]
添加挂单数据-- 10I4842322 : [10.45, 1400, 0, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842323 : [15.06, 600, 600, 0, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842324 : [12.59, 500, 500, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842325 : [5.91, 54400, 0, 54400, ('szyc08', '300510'), 2]
添加挂单数据-- 10I4842326 : [30.61, 500, 500, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842327 : [34.25, 400, 400, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842328 : [13.08, 8300, 0, 8300, ('szyc08', '000625'), 1]
添加挂单数据-- 10I4842329 : [10.45, 600, 600, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842330 : [12.59, 600, 600, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842331 : [5.91, 54400, 0, 54400, ('szyc08', '300510'), 2]
添加挂单数据-- 10I4842332 : [34.25, 1300, 0, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842333 : [30.61, 900, 900, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842334 : [13.9, 600, 600, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842338 : [10.45, 700, 700, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842339 : [15.06, 14300, 0, 14300, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842340 : [12.59, 900, 900, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842341 : [20.28, 1000, 1000, 0, ('szyc08', '002816'), 1]
添加挂单数据-- 10I4842342 : [34.25, 1100, 0, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842343 : [30.61, 600, 600, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842344 : [15.06, 2100, 0, 2100, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842345 : [5.91, 54400, 0, 54400, ('szyc08', '300510'), 2]
添加挂单数据-- 10I4842346 : [34.25, 100, 100, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842347 : [30.61, 400, 400, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842348 : [10.45, 500, 500, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842349 : [15.06, 800, 800, 0, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842350 : [12.59, 800, 800, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842351 : [5.91, 9300, 0, 9300, ('szyc08', '300510'), 2]
添加挂单数据-- 10I4842352 : [30.61, 500, 500, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842353 : [34.25, 200, 200, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842354 : [15.06, 10300, 0, 10300, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842355 : [12.59, 300, 200, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842356 : [34.25, 400, 400, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842357 : [30.61, 400, 400, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842358 : [20.28, 900, 900, 0, ('szyc08', '002816'), 1]
添加挂单数据-- 10I4842359 : [34.25, 300, 200, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842360 : [30.61, 800, 800, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842361 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842364 : [12.59, 700, 700, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842365 : [30.61, 400, 400, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842366 : [34.25, 400, 400, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842367 : [10.45, 500, 500, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842368 : [12.59, 600, 600, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842369 : [30.61, 1100, 0, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842370 : [34.25, 300, 200, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842371 : [15.06, 11900, 0, 11900, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842372 : [34.25, 300, 200, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842373 : [30.61, 800, 800, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842374 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842375 : [15.06, 3600, 0, 3600, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842376 : [10.45, 700, 700, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842377 : [12.59, 500, 500, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842378 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
添加挂单数据-- 10I4842379 : [30.61, 400, 400, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842380 : [34.25, 600, 600, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842381 : [10.45, 9800, 0, 9800, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842382 : [30.61, 500, 500, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842383 : [34.25, 500, 500, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842385 : [10.45, 1000, 1000, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842386 : [12.59, 700, 700, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842387 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
添加挂单数据-- 10I4842388 : [34.25, 800, 800, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842389 : [30.61, 1100, 0, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842390 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842391 : [15.06, 9500, 0, 9500, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842392 : [30.61, 300, 200, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842393 : [34.25, 600, 600, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842394 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842395 : [15.06, 2900, 0, 2900, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842396 : [12.59, 300, 200, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842397 : [34.25, 400, 400, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842398 : [30.61, 400, 400, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842399 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842400 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842401 : [15.06, 800, 800, 0, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842402 : [30.61, 300, 200, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842403 : [34.25, 500, 500, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842404 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
添加挂单数据-- 10I4842405 : [34.25, 200, 200, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842406 : [30.61, 100, 100, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842407 : [10.45, 400, 400, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842408 : [34.25, 600, 600, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842409 : [30.61, 300, 200, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842410 : [13.9, 500, 500, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842411 : [12.59, 400, 400, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842412 : [34.25, 700, 700, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842413 : [30.61, 100, 100, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842414 : [13.9, 600, 600, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842415 : [15.06, 8800, 0, 8800, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842416 : [12.59, 800, 800, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842417 : [30.61, 300, 200, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842418 : [34.25, 300, 200, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842419 : [15.06, 2600, 0, 2600, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842420 : [12.59, 600, 600, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842421 : [34.25, 1100, 0, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842422 : [30.61, 400, 400, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842423 : [30.61, 900, 900, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842425 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
添加挂单数据-- 10I4842426 : [12.59, 600, 600, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842427 : [34.25, 200, 200, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842428 : [30.61, 1000, 1000, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842429 : [10.45, 900, 900, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842430 : [12.59, 400, 400, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842431 : [30.61, 900, 900, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842432 : [34.25, 400, 400, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842433 : [13.9, 500, 500, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842434 : [12.59, 1400, 0, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842435 : [30.61, 600, 600, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842436 : [34.25, 300, 200, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842437 : [9.78, 11600, 0, 11600, ('szyc08', '000848'), 1]
添加挂单数据-- 10I4842438 : [10.45, 800, 800, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842439 : [30.61, 300, 200, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842440 : [34.25, 300, 200, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842441 : [12.59, 800, 800, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842442 : [30.61, 700, 700, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842443 : [34.25, 1600, 0, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842444 : [10.45, 500, 500, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842445 : [12.59, 700, 700, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842446 : [34.25, 900, 900, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842447 : [30.61, 300, 200, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842448 : [13.9, 400, 400, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842449 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842450 : [12.59, 300, 200, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842451 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
添加挂单数据-- 10I4842452 : [34.25, 700, 700, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842453 : [30.61, 1000, 1000, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842454 : [9.78, 20000, 0, 20000, ('szyc08', '000848'), 1]
添加挂单数据-- 10I4842455 : [10.45, 1500, 0, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842456 : [34.25, 400, 400, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842457 : [30.61, 100, 100, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842458 : [10.45, 400, 400, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842459 : [12.59, 1600, 0, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842460 : [34.25, 500, 500, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842461 : [30.61, 100, 100, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842462 : [10.45, 900, 900, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842463 : [15.06, 3200, 0, 3200, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842464 : [30.61, 100, 100, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842465 : [34.25, 100, 100, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842466 : [13.9, 400, 400, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842469 : [22.96, 100, 100, 0, ('shyc08', '603115'), 1]
添加挂单数据-- 10I4842470 : [10.45, 400, 400, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842471 : [12.59, 2700, 0, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842472 : [30.61, 100, 100, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842473 : [34.25, 600, 600, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842474 : [13.9, 1100, 0, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842475 : [22.96, 1000, 1000, 0, ('shyc08', '603115'), 1]
添加挂单数据-- 10I4842476 : [15.06, 3700, 0, 3700, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842477 : [12.59, 300, 200, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842478 : [30.61, 300, 200, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842479 : [34.25, 200, 200, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842480 : [22.96, 3100, 0, 3100, ('shyc08', '603115'), 1]
添加挂单数据-- 10I4842481 : [12.59, 700, 700, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842482 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
添加挂单数据-- 10I4842483 : [30.61, 200, 200, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842484 : [34.25, 500, 500, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842485 : [22.96, 5500, 0, 5500, ('shyc08', '603115'), 1]
添加挂单数据-- 10I4842486 : [10.45, 400, 400, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842487 : [30.61, 600, 600, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842488 : [34.25, 400, 400, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842489 : [22.96, 2900, 0, 0, ('shyc08', '603115'), 1]
添加挂单数据-- 10I4842490 : [15.06, 500, 500, 0, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842491 : [12.59, 300, 200, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842492 : [34.25, 200, 200, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842493 : [30.61, 500, 500, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842494 : [17.65, 8000, 0, 8000, ('szyc08', '300340'), 2]
添加挂单数据-- 10I4842495 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842496 : [22.96, 2000, 0, 0, ('shyc08', '603115'), 1]
添加挂单数据-- 10I4842497 : [10.45, 1300, 0, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842498 : [15.06, 900, 900, 0, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842499 : [30.61, 400, 400, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842500 : [34.25, 900, 900, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842501 : [13.9, 1400, 0, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842502 : [22.96, 2100, 0, 0, ('shyc08', '603115'), 1]
添加挂单数据-- 10I4842503 : [10.45, 500, 500, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842504 : [15.06, 400, 400, 0, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842505 : [12.59, 300, 200, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842506 : [30.61, 400, 400, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842507 : [34.25, 300, 200, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842508 : [22.96, 10500, 0, 10500, ('shyc08', '603115'), 1]
添加挂单数据-- 10I4842509 : [30.61, 400, 400, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842510 : [34.25, 700, 700, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842511 : [22.96, 600, 600, 0, ('shyc08', '603115'), 1]
添加挂单数据-- 10I4842512 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842513 : [12.59, 300, 200, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842514 : [30.61, 500, 500, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842515 : [34.25, 300, 200, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842516 : [12.35, 100, 100, 0, ('shyc08', '600348'), 1]
添加挂单数据-- 10I4842517 : [22.96, 800, 800, 0, ('shyc08', '603115'), 1]
添加挂单数据-- 10I4842518 : [15.06, 4700, 0, 4700, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842519 : [30.61, 800, 800, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842520 : [34.25, 1400, 0, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842521 : [12.35, 20000, 0, 20000, ('shyc08', '600348'), 1]
添加挂单数据-- 10I4842524 : [22.96, 400, 400, 0, ('shyc08', '603115'), 1]
添加挂单数据-- 10I4842525 : [20.28, 200, 200, 0, ('szyc08', '002816'), 1]
添加挂单数据-- 10I4842526 : [10.45, 300, 200, 0, ('szyc08', '002126'), 1]
添加挂单数据-- 10I4842527 : [15.06, 1200, 0, 0, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842528 : [30.61, 800, 800, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842529 : [34.25, 1200, 0, 0, ('szyc08', '300655'), 1]
添加挂单数据-- 10I4842530 : [12.35, 20000, 0, 20000, ('shyc08', '600348'), 1]
添加挂单数据-- 10I4842531 : [13.9, 300, 200, 0, ('shyc08', '600458'), 1]
添加挂单数据-- 10I4842532 : [22.96, 3400, 0, 3400, ('shyc08', '603115'), 1]
添加挂单数据-- 10I4842533 : [15.06, 4800, 0, 4800, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842534 : [30.61, 200, 200, 0, ('szyc08', '300639'), 1]
添加挂单数据-- 10I4842535 : [12.35, 20000, 0, 20000, ('shyc08', '600348'), 1]
添加挂单数据-- 10I4842536 : [22.96, 200, 200, 0, ('shyc08', '603115'), 1]
添加挂单数据-- 10I4842537 : [15.06, 1400, 0, 0, ('szyc08', '002213'), 1]
添加挂单数据-- 10I4842538 : [12.59, 600, 600, 0, ('szyc08', '002286'), 1]
添加挂单数据-- 10I4842539 : [30.61, 2500, 0, 2500, ('szyc08', '300639'), 1]
